sort,expMetricId,MetricTab,MetricGroup,MetricName,VivaceName,ControlPopulation,ControlAverage,ControlStandardDeviation,TreatmentPopulation,TreatmentAverage,TreatmentStandardDeviation,AbsoluteObservedDelta,RelativeObservedDelta,AbsoluteMimimumDetectableAt80Power,RelativeMinimumDetectableAt80Power,ImpactOnTreatmentPopulation,ImpactType,pValue
812,TEMPLATE_PDPClicks_9PL3B0VQLQQ8,PDP,PDP Clicks Product Breakdown,Candy Crush Friends Saga PDP Clicks,TEMPLATE_PDPClicks_9PL3B0VQLQQ8,134747,0.00134326,0.07533621,135307,0.00155942,0.06562256,0.00021616,0.16092114,0.00076184,0.56715606,103.081876,Observable but not Detected,0.4266704
813,TEMPLATE_PDPClicks_9WZDNCRFHWQT,PDP,PDP Clicks Product Breakdown,Drawboard PDF PDP Clicks,TEMPLATE_PDPClicks_9WZDNCRFHWQT,134747,0.01303183,0.38434782,135307,0.01110807,0.32402762,-0.0019238,-0.1476199,0.00383343,0.29415926,518.690384,Observable but not Detected,0.15974371
814,TEMPLATE_PDPClicks_9PNJXVCVWD4K,PDP,PDP Clicks Product Breakdown,Forza Horizon 4 Standard Edition PDP Clicks,TEMPLATE_PDPClicks_9PNJXVCVWD4K,134747,0.03731437,0.88639909,135307,0.032393,0.8615142,-0.0049214,-0.1318894,0.00942445,0.25256898,1275.19452,Observable but not Detected,0.14347821
815,TEMPLATE_PDPClicks_9MV0B5HZVK9Z,PDP,PDP Clicks Product Breakdown,Garrison PDP Clicks,TEMPLATE_PDPClicks_9MV0B5HZVK9Z,134747,0.03472434,0.59680006,135307,0.03526795,0.69667561,0.00054361,0.01565504,0.00699293,0.20138423,946.192868,Observable but not Detected,0.82759497
816,TEMPLATE_PDPClicks_9PB2MZ1ZMB1S,PDP,PDP Clicks Product Breakdown,iTunes PDP Clicks,TEMPLATE_PDPClicks_9PB2MZ1ZMB1S,134747,0.09921557,1.24815803,135307,0.09635126,1.23462525,-0.0028643,-0.0288695,0.01338535,0.13491176,1811.13114,Observable but not Detected,0.54883587
817,TEMPLATE_PDPClicks_9N4KM90CTZT6,PDP,PDP Clicks Product Breakdown,Minecraft for Windows 10 Starter Collection PDP Clicks,TEMPLATE_PDPClicks_9N4KM90CTZT6,134747,0.1099171,1.3072535,135307,0.11352702,1.31582197,0.00360991,0.03284214,0.01414131,0.12865431,1913.41814,Observable but not Detected,0.474503
818,TEMPLATE_PDPClicks_9WZDNCRFJ3TJ,PDP,PDP Clicks Product Breakdown,Netflix PDP Clicks,TEMPLATE_PDPClicks_9WZDNCRFJ3TJ,134747,0.10223604,1.05520373,135307,0.09941836,0.90336371,-0.0028177,-0.0275606,0.01059226,0.10360592,1433.20679,Observable but not Detected,0.45611574
819,TEMPLATE_PDPClicks_9NBLGGGZM6WM,PDP,PDP Clicks Product Breakdown,ROBLOX PDP Clicks,TEMPLATE_PDPClicks_9NBLGGGZM6WM,134747,0.48319443,5.57352538,135307,0.49138625,5.85237661,0.00819182,0.01695347,0.0616137,0.12751326,8336.76483,Observable but not Detected,0.70953311
820,TEMPLATE_PDPClicks_9NCBCSZSJRSB,PDP,PDP Clicks Product Breakdown,Spotify PDP Clicks,TEMPLATE_PDPClicks_9NCBCSZSJRSB,134747,0.07977914,0.95688904,135307,0.08021758,1.01648322,0.00043844,0.00549564,0.01064288,0.13340432,1440.05645,Observable but not Detected,0.90811835
821,TEMPLATE_PDPClicks_9NKSQGP7F2NH,PDP,PDP Clicks Product Breakdown,WhatsApp Desktop PDP Clicks,TEMPLATE_PDPClicks_9NKSQGP7F2NH,134747,0.03763349,0.90971859,135307,0.03543054,0.64459578,-0.002203,-0.058537,0.00850345,0.22595437,1150.57654,Observable but not Detected,0.46796562
822,TEMPLATE_PDPClicks_9NBLGGH5L9XT,PDP,PDP Clicks Product Breakdown,Instagram PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH5L9XT,134747,0.03554068,0.84418626,135307,0.03536402,0.76525756,-0.0001767,-0.0049705,0.00868802,0.24445292,1175.5503,Observable but not Detected,0.95457281
823,TEMPLATE_PDPClicks_9WZDNCRFJ2WL,PDP,PDP Clicks Product Breakdown,Facebook PDP Clicks,TEMPLATE_PDPClicks_9WZDNCRFJ2WL,134747,0.0004527,0.04500921,135307,0.0005469,0.05843102,9.42E-05,0.20809399,0.00056219,1.24184886,76.0676041,Observable but not Detected,0.63874433
824,TEMPLATE_PDPClicks_9WZDNCRF0083,PDP,PDP Clicks Product Breakdown,Messenger PDP Clicks,TEMPLATE_PDPClicks_9WZDNCRF0083,134747,0.03836078,1.70248385,135307,0.03832026,0.67266112,-4.05E-05,-0.0010562,0.01396707,0.36409756,1889.84186,Observable but not Detected,0.99351582
825,TEMPLATE_PDPClicks_9NBLGGH4VVNH,PDP,PDP Clicks Product Breakdown,VLC PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH4VVNH,134747,0.00966997,0.23482707,135307,0.00866917,0.18399822,-0.0010008,-0.1034956,0.00227507,0.23527166,307.833019,Observable but not Detected,0.21779627
826,TEMPLATE_PDPClicks_9NBLGGH67WLK,PDP,PDP Clicks Product Breakdown,PDF Reader PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH67WLK,134747,0.00669403,0.48841811,135307,0.00576467,0.16146381,-0.0009294,-0.1388339,0.00392527,0.58638376,531.116302,Observable but not Detected,0.50713198
827,TEMPLATE_PDPClicks_9WZDNCRFJ3PV,PDP,PDP Clicks Product Breakdown,Windows Scan PDP Clicks,TEMPLATE_PDPClicks_9WZDNCRFJ3PV,134747,0.008913,0.20883047,135307,0.00925303,0.21184694,0.00034003,0.03815013,0.00226795,0.25445411,306.869433,Observable but not Detected,0.67445678
828,TEMPLATE_PDPClicks_9N0866FS04W8,PDP,PDP Clicks Product Breakdown,Dolby Access PDP Clicks,TEMPLATE_PDPClicks_9N0866FS04W8,134747,0.00637491,0.18171837,135307,0.00657763,0.20047808,0.00020272,0.03180038,0.00206274,0.32357166,279.103193,Observable but not Detected,0.78305704
829,TEMPLATE_PDPClicks_cfq7ttc0k5dm,PDP,PDP Clicks Product Breakdown,Office 365 Home PDP Clicks,TEMPLATE_PDPClicks_cfq7ttc0k5dm,134747,0.00247872,0.12433822,135307,0.00237238,0.11412317,-0.0001063,-0.0428998,0.00128687,0.51916663,174.122301,Observable but not Detected,0.81692599
830,TEMPLATE_PDPClicks_cfq7ttc0k5bf,PDP,PDP Clicks Product Breakdown,Office 365 Personal PDP Clicks,TEMPLATE_PDPClicks_cfq7ttc0k5bf,134747,0.03380409,0.45973186,135307,0.03343508,0.4624356,-0.000369,-0.0109163,0.00497151,0.14706834,672.680355,Observable but not Detected,0.83526806
831,TEMPLATE_PDPClicks_9P2CPMVCW0LX,PDP,PDP Clicks Product Breakdown,Nitrado PDP Clicks,TEMPLATE_PDPClicks_9P2CPMVCW0LX,134747,0.00087572,0.06029681,135307,0.00073906,0.05636875,-0.0001367,-0.1560498,0.00062936,0.71867991,85.1566707,Observable but not Detected,0.54297635
832,TEMPLATE_PDPClicks_9P44LN06B7JF,PDP,PDP Clicks Product Breakdown,DC Universe PDP Clicks,TEMPLATE_PDPClicks_9P44LN06B7JF,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
833,TEMPLATE_PDPClicks_9NXQXXLFST89,PDP,PDP Clicks Product Breakdown,Disney+ PDP Clicks,TEMPLATE_PDPClicks_9NXQXXLFST89,134747,0.01323963,0.40263537,135307,0.01270444,0.39774133,-0.0005352,-0.0404229,0.00431507,0.32592058,583.858746,Observable but not Detected,0.72823707
834,TEMPLATE_PDPClicks_9WZDNCRFJ3L1,PDP,PDP Clicks Product Breakdown,Hulu PDP Clicks,TEMPLATE_PDPClicks_9WZDNCRFJ3L1,134747,9.65E-05,0.0209249,135307,0.0003178,0.04289723,0.00022132,2.29400264,0.00036366,3.76939772,49.2058202,Observable but not Detected,0.08819498
835,TEMPLATE_PDPClicks_9NBLGGH4X7WP,PDP,PDP Clicks Product Breakdown,Sling TV PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH4X7WP,134747,1.48E-05,0.00544842,135307,0.00010347,0.03805992,8.86E-05,5.97102885,0.00029284,19.7298529,39.6236978,Observable but not Detected,0.39651194
836,TEMPLATE_PDPClicks_9NBLGGH510WB,PDP,PDP Clicks Product Breakdown,STARZ PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH510WB,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
837,TEMPLATE_PDPClicks_9NBLGGH4V9DB,PDP,PDP Clicks Product Breakdown,VRV PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH4V9DB,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
838,TEMPLATE_PDPClicks_9MWWNMH6Z0JH,PDP,PDP Clicks Product Breakdown,COD Warzone PDP Clicks,TEMPLATE_PDPClicks_9MWWNMH6Z0JH,134747,0.00126904,0.08864322,135307,0.00065776,0.04915599,-0.0006113,-0.4816862,0.00077322,0.60929016,-82.710665,Actual Detected,0.02677157
839,TEMPLATE_PDPClicks_9NVQBQ3F6W9W,PDP,PDP Clicks Product Breakdown,COD MW Digital Standard Edition PDP Clicks,TEMPLATE_PDPClicks_9NVQBQ3F6W9W,134747,8.16E-05,0.01123195,135307,0.0001552,0.02191731,7.36E-05,0.90118969,0.00018765,2.29869924,25.3907774,Observable but not Detected,0.27205615
840,TEMPLATE_PDPClicks_9NVD608BD8VC,PDP,PDP Clicks Product Breakdown,COD MW Battle Pass Edition PDP Clicks,TEMPLATE_PDPClicks_9NVD608BD8VC,134747,3.71E-05,0.00817257,135307,7.39E-06,0.00271857,-2.97E-05,-0.8008277,6.57E-05,1.77113557,8.89248147,Observable but not Detected,0.20524625
841,TEMPLATE_PDPClicks_C0DGJD9BNJ73,PDP,PDP Clicks Product Breakdown,DOOM Eternal Standard Edition PDP Clicks,TEMPLATE_PDPClicks_C0DGJD9BNJ73,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
842,TEMPLATE_PDPClicks_C1BP73HRFT2P,PDP,PDP Clicks Product Breakdown,DOOM Eternal Deluxe Edition PDP Clicks,TEMPLATE_PDPClicks_C1BP73HRFT2P,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
843,TEMPLATE_PDPClicks_9N8C9MNVQ8GS,PDP,PDP Clicks Product Breakdown,Madden NFL 21 Standard PreOrder PDP Clicks,TEMPLATE_PDPClicks_9N8C9MNVQ8GS,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
844,TEMPLATE_PDPClicks_9PMQK6DG58D7,PDP,PDP Clicks Product Breakdown,Madden NFL 21 Deluxe PreOrder PDP Clicks,TEMPLATE_PDPClicks_9PMQK6DG58D7,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
845,TEMPLATE_PDPClicks_9NL8CDTLHMB5,PDP,PDP Clicks Product Breakdown,Madden NFL 21 MVP PreOrder PDP Clicks,TEMPLATE_PDPClicks_9NL8CDTLHMB5,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
847,TEMPLATE_Clicks_Homepage_NavigationBar,Home Page,Overall Page Clicks,-- Navigation Bar,TEMPLATE_Clicks_Homepage_NavigationBar,134747,0.000141,0.01415476,135307,0.00028823,0.03111419,0.00014723,1.04413628,0.00026044,1.8470087,35.2390102,Observable but not Detected,0.11324777
848,TEMPLATE_Clicks_Homepage_AutoSuggest,Home Page,Overall Page Clicks,-- AutoSuggest,TEMPLATE_Clicks_Homepage_AutoSuggest,134747,0.22245393,0.71636578,135307,0.22631497,0.73358133,0.00386104,0.01735658,0.00781721,0.03514078,1057.72265,Observable but not Detected,0.16643713
849,TEMPLATE_Clicks_Homepage_Spotlight,Home Page,Overall Page Clicks,-- Spotlight,TEMPLATE_Clicks_Homepage_Spotlight,134747,0.18945876,1.1838678,135307,0.18783212,1.44691911,-0.0016266,-0.0085858,0.0142507,0.07521795,1928.21946,Observable but not Detected,0.74912978
850,TEMPLATE_Clicks_Homepage_QuickLinks,Home Page,Overall Page Clicks,-- Quick Links,TEMPLATE_Clicks_Homepage_QuickLinks,134747,0.00366613,0.17554183,135307,0.00374703,0.12713813,8.09E-05,0.02206814,0.00165305,0.45089877,223.669702,Observable but not Detected,0.89093863
851,Clicks_Homepage_Others,Home Page,Overall Page Clicks,-- Others,Clicks_Homepage_Others,134747,0.98877155,3.4986358,135307,0.97423637,2.65384008,-0.0145352,-0.0147002,0.03348935,0.03386965,4531.34324,Observable but not Detected,0.22400304
852,TEMPLATE_HomeSpotlightClicks_0,Home Page,Home Spotlight Clicks,Home Spotlight Slot 0,TEMPLATE_HomeSpotlightClicks_0,134747,0.09707823,0.92780813,135307,0.11546335,8.23218249,0.01838513,0.18938464,0.06309732,0.64996369,8537.50948,Observable but not Detected,0.41431954
853,TEMPLATE_HomeSpotlightClicks_1,Home Page,Home Spotlight Clicks,Home Spotlight Slot 1,TEMPLATE_HomeSpotlightClicks_1,134747,0.01619331,0.39429407,135307,0.01489945,0.17090229,-0.0012939,-0.0799009,0.00327874,0.20247481,443.636119,Observable but not Detected,0.26891623
854,TEMPLATE_HomeSpotlightClicks_2,Home Page,Home Spotlight Clicks,Home Spotlight Slot 2,TEMPLATE_HomeSpotlightClicks_2,134747,0.01905052,0.28858854,135307,0.01837303,0.26453189,-0.0006775,-0.0355625,0.00298503,0.15669021,403.895381,Observable but not Detected,0.52487531
855,TEMPLATE_HomeSpotlightClicks_3,Home Page,Home Spotlight Clicks,Home Spotlight Slot 3,TEMPLATE_HomeSpotlightClicks_3,134747,0.02709522,0.28352927,135307,0.0295624,0.90430049,0.00246718,0.09105589,0.00721936,0.26644387,976.829425,Observable but not Detected,0.33835269
856,TEMPLATE_HomeSpotlightClicks_4,Home Page,Home Spotlight Clicks,Home Spotlight Slot 4,TEMPLATE_HomeSpotlightClicks_4,134747,0.00504649,0.12449916,135307,0.00591987,0.11857038,0.00087338,0.17306599,0.00131087,0.25975941,177.370486,Observable but not Detected,0.06196275
857,TEMPLATE_HomeSpotlightClicks_5,Home Page,Home Spotlight Clicks,Home Spotlight Slot 5,TEMPLATE_HomeSpotlightClicks_5,134747,0.02002271,0.20232677,135307,0.01894211,0.20970869,-0.0010806,-0.0539687,0.00222161,0.11095446,300.59924,Observable but not Detected,0.17297738
858,TEMPLATE_HomeSpotlightClicks_6,Home Page,Home Spotlight Clicks,Home Spotlight Slot 6,TEMPLATE_HomeSpotlightClicks_6,134747,0.00436373,0.11210532,135307,0.00397614,0.10069236,-0.0003876,-0.0888208,0.001149,0.26330554,155.467095,Observable but not Detected,0.34462997
859,TEMPLATE_HomeSpotlightClicks_7,Home Page,Home Spotlight Clicks,Home Spotlight Slot 7,TEMPLATE_HomeSpotlightClicks_7,134747,0.00172175,0.07827572,135307,0.00155942,0.06131404,-0.0001623,-0.0942814,0.00075827,0.44040746,102.59916,Observable but not Detected,0.54866906
860,TEMPLATE_HomeSpotlightClicks_8,Home Page,Home Spotlight Clicks,Home Spotlight Slot 8,TEMPLATE_HomeSpotlightClicks_8,134747,0.00053433,0.03081639,135307,0.0006282,0.03181391,9.39E-05,0.17566955,0.00033768,0.63196253,45.6904028,Observable but not Detected,0.43611614
861,TEMPLATE_HomeSpotlightClicks_9,Home Page,Home Spotlight Clicks,Home Spotlight Slot 9,TEMPLATE_HomeSpotlightClicks_9,134747,0.00073471,0.04332513,135307,0.00067254,0.02914572,-6.22E-05,-0.0846124,0.00039826,0.54206822,53.8877811,Observable but not Detected,0.66189106
862,TEMPLATE_SFAClicks_HomeQuickLinks_Slot1,Home Page,Home Quicklinks Clicks,HomeQuickLinks - Slot 1,TEMPLATE_SFAClicks_HomeQuickLinks_Slot1,134747,0.0013581,0.04244465,135307,0.001419,0.04659226,6.09E-05,0.04483805,0.00048048,0.35379071,65.0127703,Observable but not Detected,0.72254348
863,TEMPLATE_SFAClicks_HomeQuickLinks_Slot2,Home Page,Home Quicklinks Clicks,HomeQuickLinks - Slot 2,TEMPLATE_SFAClicks_HomeQuickLinks_Slot2,134747,0.00172917,0.17478785,135307,0.00184026,0.10869347,0.00011109,0.06424659,0.00156999,0.90794728,212.430911,Observable but not Detected,0.84285677
864,TEMPLATE_SFAClicks_HomeQuickLinks_Slot3,Home Page,Home Quicklinks Clicks,HomeQuickLinks - Slot 3,TEMPLATE_SFAClicks_HomeQuickLinks_Slot3,134747,0.00030427,0.01983028,135307,0.00028823,0.01863539,-1.60E-05,-0.0527173,0.00020749,0.68190739,28.0743955,Observable but not Detected,0.82853058
865,TEMPLATE_SFAClicks_HomeQuickLinks_Slot4,Home Page,Home Quicklinks Clicks,HomeQuickLinks - Slot 4,TEMPLATE_SFAClicks_HomeQuickLinks_Slot4,134747,0.00037107,0.02074372,135307,0.00031041,0.01960147,-6.07E-05,-0.1634765,0.00021761,0.58643487,29.4436027,Observable but not Detected,0.4348154
866,TEMPLATE_Clicks_Homepage_TodaysDeals,Home Page,Home Channel Clicks,-- Today's Deals,TEMPLATE_Clicks_Homepage_TodaysDeals,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
867,TEMPLATE_Clicks_Homepage_PicksForYou,Home Page,Home Channel Clicks,-- Picks for You,TEMPLATE_Clicks_Homepage_PicksForYou,134747,0.00343607,0.08429287,135307,0.00371008,0.10840737,0.00027401,0.07974591,0.00104671,0.30462323,141.626712,Observable but not Detected,0.46330662
868,TEMPLATE_Clicks_Homepage_MostPopular,Home Page,Home Channel Clicks,-- Most Popular,TEMPLATE_Clicks_Homepage_MostPopular,134747,0.0009054,0.04857135,135307,0.00115293,0.17214877,0.00024753,0.27339637,0.00136253,1.50489542,184.36026,Observable but not Detected,0.61077555
869,TEMPLATE_Clicks_Homepage_TopFreeApps,Home Page,Home Channel Clicks,-- Top Free Apps,TEMPLATE_Clicks_Homepage_TopFreeApps,134747,0.03592659,0.2731168,135307,0.03644305,0.30063688,0.00051646,0.01437552,0.00309643,0.08618762,418.96825,Observable but not Detected,0.64029584
870,TEMPLATE_Clicks_Homepage_Trending,Home Page,Home Channel Clicks,TEMPLATE_Clicks_Homepage_Trending,TEMPLATE_Clicks_Homepage_Trending,134747,0.02751082,0.34513845,135307,0.02897855,0.40848696,0.00146773,0.05335096,0.00407651,0.14817852,551.580622,Observable but not Detected,0.31312078
871,TEMPLATE_Clicks_Homepage_TopFreeGames,Home Page,Home Channel Clicks,-- Top Free Games,TEMPLATE_Clicks_Homepage_TopFreeGames,134747,0.00293884,0.12342957,135307,0.00351054,0.13216117,0.00057169,0.19453056,0.00137863,0.46910606,186.538032,Observable but not Detected,0.24532943
872,TEMPLATE_Clicks_Homepage_XboxGamePassforPC,Home Page,Home Channel Clicks,TEMPLATE_Clicks_Homepage_XboxGamePassforPC,TEMPLATE_Clicks_Homepage_XboxGamePassforPC,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
873,TEMPLATE_Clicks_Homepage_NewMovies,Home Page,Home Channel Clicks,-- New Movies,TEMPLATE_Clicks_Homepage_NewMovies,134747,0.00014843,0.01679256,135307,5.91E-05,0.00859669,-8.93E-05,-0.6016555,0.00014392,0.96963097,19.4732138,Observable but not Detected,0.08214504
874,TEMPLATE_Clicks_Homepage_TopSellingTV,Home Page,Home Channel Clicks,-- Top-selling TV Shows,TEMPLATE_Clicks_Homepage_TopSellingTV,134747,5.19E-05,0.00817249,135307,8.13E-05,0.01120868,2.93E-05,0.56492484,0.00010573,2.0352023,14.3056233,Observable but not Detected,0.43677322
875,TEMPLATE_Clicks_Homepage_FeaturedCollection1,Home Page,Home Channel Clicks,-- Featured Collection 1,TEMPLATE_Clicks_Homepage_FeaturedCollection1,134747,0.00047496,0.02436153,135307,0.00060603,0.03050992,0.00013107,0.27594724,0.0002976,0.62657742,40.2676116,Observable but not Detected,0.21726756
876,TEMPLATE_Clicks_Homepage_FeaturedCollection2,Home Page,Home Channel Clicks,-- Featured Collection 2,TEMPLATE_Clicks_Homepage_FeaturedCollection2,134747,0.00029685,0.02751166,135307,0.00016998,0.01513544,-0.0001269,-0.4273798,0.00023953,0.80691357,32.4106821,Observable but not Detected,0.13784952
877,TEMPLATE_Clicks_Homepage_FeaturedCollectionList,Home Page,Home Channel Clicks,-- Featured Collections,TEMPLATE_Clicks_Homepage_FeaturedCollectionList,134747,0.01200769,0.16741367,135307,0.0117954,0.17532548,-0.0002123,-0.0176795,0.00184815,0.15391419,250.068131,Observable but not Detected,0.74759942
878,TEMPLATE_Clicks_Homepage_TopPaidGames,Home Page,Home Channel Clicks,-- Top Paid Games,TEMPLATE_Clicks_Homepage_TopPaidGames,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
879,SFAClicks_Games_Page_Agg,Games Page,Games Page Clicks,Total Page Clicks,SFAClicks_Games_Page_Agg,134747,0.28124559,1.63868216,135307,0.28148581,1.72042701,0.00024021,0.0008541,0.01811383,0.06440573,2450.9277,Observable but not Detected,0.97036333
880,SFAClicks_Games_Spotlight_Agg,Games Page,Games Spotlight Clicks,Total Spotlight Clicks,SFAClicks_Games_Spotlight_Agg,134747,0.02797836,0.31285285,135307,0.02840947,0.31860497,0.00043111,0.01540867,0.00340435,0.12167781,460.63177,Observable but not Detected,0.72275557
881,TEMPLATE_SFAClicks_gamesspotlight_Slot1,Games Page,Games Spotlight Clicks,gamesspotlight - Slot 1,TEMPLATE_SFAClicks_gamesspotlight_Slot1,134747,0.00995941,0.18689483,135307,0.01000687,0.20550799,4.75E-05,0.00476613,0.00211766,0.21262953,286.534718,Observable but not Detected,0.94992733
882,TEMPLATE_SFAClicks_gamesspotlight_Slot2,Games Page,Games Spotlight Clicks,gamesspotlight - Slot 2,TEMPLATE_SFAClicks_gamesspotlight_Slot2,134747,0.00330249,0.07184559,135307,0.0037766,0.08661428,0.00047411,0.14356204,0.00085782,0.25974831,116.068374,Observable but not Detected,0.12152076
883,TEMPLATE_SFAClicks_gamesspotlight_Slot3,Games Page,Games Spotlight Clicks,gamesspotlight - Slot 3,TEMPLATE_SFAClicks_gamesspotlight_Slot3,134747,0.00886105,0.16937153,135307,0.00911261,0.15276762,0.00025156,0.0283894,0.00173918,0.19627282,235.323684,Observable but not Detected,0.68530999
884,TEMPLATE_SFAClicks_gamesspotlight_Slot4,Games Page,Games Spotlight Clicks,gamesspotlight - Slot 4,TEMPLATE_SFAClicks_gamesspotlight_Slot4,134747,0.00198149,0.05532721,135307,0.00170723,0.0477577,-0.0002743,-0.1384122,0.00055732,0.2812651,75.4098827,Observable but not Detected,0.1679958
885,TEMPLATE_SFAClicks_gamesspotlight_Slot5,Games Page,Games Spotlight Clicks,gamesspotlight - Slot 5,TEMPLATE_SFAClicks_gamesspotlight_Slot5,134747,0.00168464,0.06654112,135307,0.00169245,0.05261779,7.81E-06,0.00463537,0.00064693,0.38401455,87.5335811,Observable but not Detected,0.97302276
886,TEMPLATE_SFAClicks_gamesspotlight_Slot6,Games Page,Games Spotlight Clicks,gamesspotlight - Slot 6,TEMPLATE_SFAClicks_gamesspotlight_Slot6,134747,0.00107609,0.04549071,135307,0.00114554,0.05576875,6.95E-05,0.06454135,0.00054859,0.50980186,74.2284816,Observable but not Detected,0.72282732
887,TEMPLATE_SFAClicks_gamesspotlight_Slot7,Games Page,Games Spotlight Clicks,gamesspotlight - Slot 7,TEMPLATE_SFAClicks_gamesspotlight_Slot7,134747,0.00168464,0.05972304,135307,0.00170723,0.05508761,2.26E-05,0.01340948,0.00061951,0.36774337,83.8246737,Observable but not Detected,0.91863162
888,TEMPLATE_SFAClicks_gamesspotlight_Slot8,Games Page,Games Spotlight Clicks,gamesspotlight - Slot 8,TEMPLATE_SFAClicks_gamesspotlight_Slot8,134747,0.00019295,0.0154093,135307,0.00010347,0.01275083,-8.95E-05,-0.463767,0.00015252,0.79044368,20.6369466,Observable but not Detected,0.10023141
889,TEMPLATE_SFAClicks_gamesspotlight_Slot9,Games Page,Games Spotlight Clicks,gamesspotlight - Slot 9,TEMPLATE_SFAClicks_gamesspotlight_Slot9,134747,0.00014843,0.01389005,135307,0.0001552,0.01303691,6.78E-06,0.04565433,0.00014525,0.97859348,19.653209,Observable but not Detected,0.89601086
890,SFAClicks_Games_Quicklinks_Agg,Games Page,Games Quicklinks Clicks,Total Quicklink clicks,SFAClicks_Games_Quicklinks_Agg,134747,1.48E-05,0.0038526,135307,7.39E-06,0.00271857,-7.45E-06,-0.5020694,3.60E-05,2.42289537,4.86592955,Observable but not Detected,0.56155038
891,SFAClicks_Games_Quicklinks_Slot1,Games Page,Games Quicklinks Clicks,QL slot #1,SFAClicks_Games_Quicklinks_Slot1,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
892,SFAClicks_Games_Quicklinks_Slot2,Games Page,Games Quicklinks Clicks,QL Slot #2,SFAClicks_Games_Quicklinks_Slot2,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
893,SFAClicks_Games_Quicklinks_Slot3,Games Page,Games Quicklinks Clicks,QL Slot #3,SFAClicks_Games_Quicklinks_Slot3,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
894,SFAClicks_Games_Quicklinks_Slot4,Games Page,Games Quicklinks Clicks,QL Slot #4,SFAClicks_Games_Quicklinks_Slot4,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
895,SFAClicks_Games_Channels_CombinedClicks,Games Page,Games Channel Clicks,-- Games All Channel Clicks,SFAClicks_Games_Channels_CombinedClicks,134747,0.03220851,0.30922247,135307,0.03332422,0.32135294,0.00111571,0.03464019,0.0034,0.10556231,460.044435,Observable but not Detected,0.35791959
896,SFAClicks_Games_RecentActivity,Games Page,Games Channel Clicks,-- Recent Activity clicks,SFAClicks_Games_RecentActivity,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
897,SFAClicks_Games_NewRisingGames,Games Page,Games Channel Clicks,-- New and Rising Games clicks,SFAClicks_Games_NewRisingGames,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
898,SFAClicks_Games_Picks4U,Games Page,Games Channel Clicks,-- Games We Picked For You clicks,SFAClicks_Games_Picks4U,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
